cut82,year,population,dependency_rate,schooling,rural_share,sh_first_pea,sh_second_pea,sh_third_pea
201,1982,146970,58.093455531173355,7.377622591186261,6.430868167202572,9.128939097935955,18.066762932132846,63.65624734562134
202,1982,774,60.24844720496895,4.295668549905838,100.0,80.10899182561307,2.7247956403269753,13.35149863760218
205,1982,3356,32.28222309814742,6.961804292469989,80.99027409372238,22.25705329153605,5.463502015226153,70.21943573667711
206,1982,1087,72.81399046104929,2.972857142857143,100.0,44.49152542372881,4.661016949152542,46.82203389830508
210,1982,110991,55.30601964570565,7.783236357510335,0.9555741827326069,7.13899405083829,20.01339205233202,62.28076952793016
211,1982,2171,73.95833333333334,5.019230769230769,100.0,62.455726092089726,9.563164108618654,25.265643447461628
212,1982,1488,83.7037037037037,4.3557358053302435,100.0,80.34351145038168,5.534351145038168,12.977099236641221
213,1982,1499,87.375,3.4372842347525894,100.0,69.593147751606,6.423982869379015,20.12847965738758
214,1982,1796,69.11487758945385,6.325434439178515,29.545454545454547,52.93276108726752,8.869814020028613,31.902718168812587
215,1982,5012,56.52717051842598,6.757134703196347,71.50564001961746,22.824661128115434,14.341932662877133,55.13773502404897
220,1982,22202,61.84575010934539,7.189146260754467,2.54841997961264,21.479257641921397,21.69759825327511,48.84006550218341
221,1982,16022,62.41256969082616,6.969369547977795,3.5782573067467904,51.57459060644233,22.332193629656288,19.398956271369443
225,1982,100401,64.72142013387584,7.307849550286181,3.6881240705332483,26.707588237136328,18.179825248191413,43.443675425135446
226,1982,654,63.90977443609023,5.688725490196078,100.0,57.71812080536913,5.369127516778524,30.87248322147651
227,1982,2578,96.79389312977099,4.093669250645995,100.0,39.652448657187996,20.379146919431278,36.65086887835703
230,1982,186341,58.22987959173276,7.30769411635617,0.7318373479377696,8.934529147982062,17.63408071748879,61.908520179372196
231,1982,4417,49.93211133740665,6.8661367249602545,27.242524916943523,33.51708930540242,31.918412348401322,28.831312017640577
232,1982,782,54.54545454545454,6.202247191011236,100.0,31.07344632768362,7.909604519774012,52.824858757062145
233,1982,8305,70.32403609515997,6.611090504451038,11.933174224343675,35.7744415964848,8.861222995239839,45.77077993409008
235,1982,13000,63.39869281045751,6.446820944366526,5.569272976680384,30.41536400178651,11.09870477891916,47.923179991067435
236,1982,26201,62.54730442335132,6.938239555662883,9.655454174043307,38.23823823823824,13.858302747191637,32.577021465910356
240,1982,71767,62.622646212413045,7.050647205202735,3.96649421039665,21.39717572243524,18.348452258486862,49.41082951463574
241,1982,4558,59.203632553265805,6.608387096774194,5.688622754491018,27.492447129909365,23.141993957703928,39.39577039274925
242,1982,7550,63.278546712802765,5.330499898805909,36.523216308040766,64.11369917094355,6.435057244374259,18.515594157125935
245,1982,42819,67.7794757258728,6.557204767063922,10.235612205484742,26.620577470516473,17.90971939812932,46.539243594957306
246,1982,5108,71.52451309603761,5.3258323057953145,52.97699594046008,50.33647375504711,12.584118438761777,30.686406460296094
247,1982,7015,61.264367816091955,6.510492505353319,23.924109208699676,26.66967509025271,24.187725631768952,37.725631768953065
248,1982,5389,77.09497206703911,4.272675413576725,100.0,72.16,4.0,17.706666666666667
250,1982,95180,60.376086810002015,6.999078779690163,13.339405900511109,20.785461377267143,14.578365488835898,54.77274369535371
251,1982,3648,68.03316444035006,4.168803418803419,100.0,61.90798376184033,5.006765899864682,30.243572395128552
252,1982,91997,64.13673749754679,6.947017808039806,7.575312989045384,19.490814848692736,19.45270218766674,50.88421373580303
253,1982,9804,75.2592062924562,5.357017683606818,24.8,56.84904928211098,8.343034536282499,27.473806752037255
254,1982,19440,62.69143861410996,6.1396958174904945,67.07878787878788,62.32686980609419,7.654176993730864,25.32439131068669
255,1982,3934,71.79039301310044,5.824742268041237,100.0,64.85915492957747,6.690140845070422,25.140845070422536
260,1982,72277,70.3440961583785,6.2606422544789915,41.740486587648164,35.89417575431562,11.032324319037606,44.442271015697585
261,1982,5135,89.76348854397635,4.008818897637795,100.0,66.68806161745829,4.813863928112965,25.481386392811295
262,1982,25284,84.9732972419343,4.603424702129045,76.06810150979763,72.90841910794404,6.598046978094484,17.48482449195038
263,1982,15547,87.04282964388835,4.798025974025974,74.13406429105407,41.58262218774244,9.930178432893715,36.79855184897854
264,1982,7949,91.91211974891357,4.2944162436548226,79.02813299232737,44.22018348623853,5.5045871559633035,45.22935779816514
270,1982,25584,72.49190938511327,5.82292298362644,37.22562072688017,37.058579144162856,7.769007062733693,42.91649356044869
271,1982,20928,79.6086508753862,5.19487963316775,63.64229765013055,53.429660209590345,7.85963798031121,31.359161638615436
272,1982,12546,73.9841908195812,5.301137073597401,35.339705502454144,39.54891161814844,11.277209546289011,41.96170993968004
273,1982,10703,86.04206500956023,3.7401406297768265,90.09287925696594,28.65947611710323,15.408320493066254,50.78582434514638
275,1982,21728,61.72683289914402,5.734762675296656,28.26213029190025,33.42075683776695,24.391157736980144,37.8793555638816
276,1982,8969,87.71452490581834,4.892602739726027,75.10224948875256,43.95809951365507,5.798728020950243,39.73063973063973
277,1982,14281,73.56587263004374,5.337433510638298,38.247995064774834,52.765142446732106,8.379219535551831,30.26095283696433
278,1982,3818,61.57426999576809,5.791364157432175,26.831785345717236,28.616600790513836,25.849802371541504,35.96837944664031
279,1982,3393,62.96829971181557,6.246924428822496,5.760709010339734,35.94827586206897,16.637931034482758,40.17241379310345
285,1982,40743,60.128124508725044,7.651596608334836,7.9280051424898215,19.10095690230695,18.448186336325197,53.608782731251395
286,1982,11005,74.3780700364443,5.843047400830589,71.64716471647165,55.97826086956522,9.359903381642512,24.637681159420293
287,1982,9302,76.44157814871016,6.1525597269624575,63.98234969663541,47.17462632154575,12.577469923441488,26.686110098432376
288,1982,4907,68.39396019217571,5.946445349201378,26.850937808489633,61.87538556446638,6.47748303516348,21.283158544108574
290,1982,44730,61.54429556863737,7.094183006535948,17.5188267934998,23.55204670603065,16.300670072314734,53.11484110661448
291,1982,11915,61.58123135340385,5.767416806320326,51.43793228977066,46.33380884450784,9.614835948644792,34.57917261055635
292,1982,9720,62.18922075755048,6.072833758822646,67.03786191536749,61.82965299684543,5.646687697160884,27.413249211356465
293,1982,4787,67.08551483420592,5.73525641025641,76.59574468085107,71.04930467762325,5.246523388116309,17.38305941845765
294,1982,17851,65.3023428095194,6.157276797026776,29.11593435680254,38.00511508951407,17.3231031543052,36.55583972719523
295,1982,10200,68.93010930771779,5.5651712640193995,57.97613787008395,59.52454461253473,10.774930534115468,22.939178758876196
300,1982,59264,57.307426872644264,7.094039608228166,14.541017727696834,23.09055018474465,16.556157311332694,53.25201194513337
301,1982,9780,59.751715125775895,6.434744779582367,27.802690582959645,49.310964649490714,9.736369083283403,35.29059316956261
302,1982,41160,60.04977252401136,6.754112278467579,6.978219496722351,13.103347249688714,24.690544202739325,52.288874240093755
303,1982,16272,64.2640823743186,5.7652739090065,27.557127312295975,47.7245267821184,15.082561417639951,30.72895690696738
304,1982,11817,65.68984856982614,5.183746031746032,70.35905271199388,71.16336633663366,9.207920792079207,16.33663366336634
305,1982,30592,65.73843319969662,6.926900866217517,18.562791975817532,28.1921339649664,16.492233116668505,48.56230031948881
306,1982,11361,67.64054891544932,6.008239602406487,41.05025409373235,42.01324503311258,13.801324503311257,39.47019867549669
310,1982,272520,55.86911387047512,7.6734773441948505,0.4900050948541973,2.033862334048624,18.82354328294857,66.95356898625226
311,1982,250021,52.46856362283665,7.620232833770866,0.011987532965715655,1.4204125843139186,21.5843631529713,66.58460932499631
312,1982,14740,63.523408031950304,7.010440952863659,6.199787782325299,13.494484862708283,29.89908472189627,48.01689744191504
313,1982,8395,60.51625239005736,5.949323745933915,20.08940310281357,29.48104527051896,29.002576370997424,34.155318365844686
314,1982,85837,58.49951990545831,7.7829772352578726,1.894256725309504,3.5656987004652656,25.64174554789026,59.221081341248194
315,1982,56690,58.39620005588153,7.979152995810408,1.8131595722076634,3.829705750941469,23.035680091912937,60.732750367013466
316,1982,14213,65.26744186046511,5.798021260919903,45.22566779244704,34.570565386275355,12.516184721622789,43.09451877427708
317,1982,519,55.85585585585585,6.630372492836676,100.0,48.86877828054298,14.93212669683258,27.149321266968325
318,1982,13857,59.00172117039587,6.946261682242991,2.4582967515364356,9.474629546475079,27.593174674449934,46.56488549618321
320,1982,66820,60.55167111175185,7.184877276326207,5.065687568125752,10.094349193466572,18.134320787257785,59.58709546515168
321,1982,10100,65.1676206050695,6.944922547332186,5.744598266269892,14.665801427644388,18.46203763789747,49.83776768332252
322,1982,3187,59.74937343358396,6.828722002635046,2.615505090054816,12.343297974927676,24.108003857280615,43.876567020250725
323,1982,4317,61.80659670164918,6.588618443606445,1.7259978425026967,9.911141490088857,28.57142857142857,43.95078605604921
324,1982,4685,65.37239675255913,6.036662452591656,12.987721691678036,24.345709068776628,18.441874619598295,40.596469872185025
325,1982,4645,62.583129156457815,5.433526011560693,34.16300634455832,53.38822039265357,6.903103229892336,27.86573780873971
