cut92,year,population,dependency_rate,schooling,rural_share,sh_first_pea,sh_second_pea,sh_third_pea
1101,1992,146089,54.157609269147166,9.887803306849904,0.6502885227498306,7.396383241603955,13.01059567935902,78.2769852858587
1102,1992,1422,83.72093023255815,5.588785046728972,100.0,83.61266294227188,0.931098696461825,15.27001862197393
1103,1992,1555,100.90439276485787,4.845977011494253,100.0,55.58312655086849,2.481389578163772,37.220843672456574
1104,1992,1972,71.62750217580505,6.135057471264368,100.0,60.560093348891485,2.2170361726954493,37.10618436406068
1105,1992,2512,61.543408360128616,8.43579766536965,29.65764331210191,49.910714285714285,8.035714285714286,41.25
1106,1992,6322,68.40703249866809,7.9049676025917925,37.31414109459032,38.761904761904766,5.904761904761905,53.95238095238095
1107,1992,5588,79.50530035335689,8.035076730347635,1.2168933428775948,13.846153846153847,13.447293447293449,71.45299145299145
1201,1992,169456,52.603946219032274,9.641859644405606,4.793574733264093,10.32632612301547,15.83223316746217,71.45323448766122
1202,1992,848,47.22222222222222,6.50693374422188,100.0,54.24107142857143,0.8928571428571428,44.419642857142854
1301,1992,2803,35.41062801932367,7.892872570194385,57.08169818052087,30.888030888030887,5.019305019305019,63.62934362934362
1302,1992,1012,69.5142378559464,4.900293255131965,100.0,37.77777777777778,2.9629629629629632,56.79012345679012
2101,1992,228408,53.31248070236673,9.922724889752367,0.6821127105880705,10.610777803017143,10.678924090380685,76.82491748954422
2102,1992,6315,55.42702436623185,8.643958573072497,11.702296120348377,30.08196721311475,35.32786885245901,33.48360655737705
2103,1992,1425,32.805219012115565,8.872207327971402,100.0,28.863636363636363,30.909090909090907,39.77272727272727
2104,1992,10852,56.75285280947566,8.175672078786265,13.260228529303356,53.80530973451327,4.677623261694058,39.11504424778761
2201,1992,121807,57.81175098788624,9.597460966359652,1.7363534115444925,26.512841776628697,7.402619576087222,63.823507890436346
2202,1992,443,42.90322580645161,8.10625,100.0,58.80149812734082,1.4981273408239701,39.325842696629216
2203,1992,2829,84.05985686402082,6.245210727969349,100.0,31.330049261083744,18.7192118226601,47.58620689655172
2301,1992,24985,60.16025641025641,8.973597359735974,1.6449869921953173,21.860343929129755,11.190724335591455,62.91036998436685
2302,1992,13660,54.71740854003851,9.427228489272284,1.8301610541727673,42.23147047166072,7.788347205707491,48.31549742370194
3101,1992,100907,55.277371701161805,9.090975233964848,2.694560337736728,23.919045940547527,7.78404417812243,66.35236752438021
3102,1992,12061,58.28083989501312,9.025751601774273,2.6531796700107786,31.041131105398456,19.065981148243356,48.84318766066838
3103,1992,11724,56.25749700119952,7.446293494704992,32.59979529170931,53.10810810810811,4.527027027027027,40.18018018018018
3201,1992,13936,58.489707722051634,8.329654157468728,5.345866819747417,34.59995777918514,6.016466117796074,56.28034621068186
3202,1992,27515,53.629257398101615,9.119770835585342,5.69870979465746,43.37126738644101,7.956424472327594,46.60052524073534
3301,1992,47248,62.15251561534766,8.305773498796537,9.57289197426346,31.42837446573832,6.74893147663036,58.9204467117055
3302,1992,4745,64.92874522071602,5.5650345449083805,100.0,63.26654523375835,4.250151791135397,29.568913175470552
3303,1992,5221,68.96440129449837,6.746499416569428,38.82398008044436,50.752393980848154,7.250341997264022,38.03009575923393
3304,1992,7516,57.899159663865554,8.154335260115607,19.212346993081425,35.881674990395695,14.060699193238571,47.44525547445255
4101,1992,120816,54.73757012218551,9.556702829036873,9.537644020659515,18.44621214022233,10.546786780758325,68.69840154575795
4102,1992,122766,57.545813869924544,8.93592185075469,6.026912988938305,17.812561917971074,13.899346146225481,65.92530215969883
4103,1992,12246,63.388925950633755,6.976164938624717,16.57684141760575,64.17871900826447,3.125,29.338842975206614
4104,1992,3498,63.76404494382022,5.650814053127678,100.0,66.96969696969697,2.727272727272727,28.40909090909091
4105,1992,3772,61.81896181896182,7.246704331450094,100.0,70.09767092411721,4.883546205860256,23.29075882794891
4106,1992,21660,55.20206362854686,7.723860241589817,64.37673130193906,56.00934924344938,6.027801697625784,36.08069873293148
4201,1992,29007,63.67791445660761,7.22113542401936,34.95363188195953,44.191504341703826,4.940154893217555,48.028631776578266
4202,1992,10140,73.83850505743186,4.976970240765665,86.5680473372781,59.65346534653465,2.2277227722772275,34.98349834983499
4203,1992,15805,62.435765673175744,7.060752888557585,34.69155330591585,38.44859813084112,6.224299065420561,52.78504672897196
4204,1992,23126,62.10570587410626,6.823558897243108,59.11960563867509,53.83409536250816,5.956890920966688,38.02743305029392
4301,1992,84982,64.0357480649333,7.779636603439599,34.02485232166812,42.02770734575387,5.390805864844008,50.20027192885753
4302,1992,14382,69.08064895367976,6.101075052747915,66.05479071061049,48.2506921721621,8.255726151522778,39.06367983891266
4303,1992,28374,69.54884971616373,6.170981401082703,66.99443152181574,71.79223744292239,2.945205479452055,23.538812785388128
4304,1992,8723,71.1734693877551,5.792127071823204,72.80752034850396,68.18548387096774,4.233870967741935,24.838709677419356
4305,1992,5090,78.72191011235955,5.418403811792734,100.0,69.55040871934605,2.9291553133514987,25.95367847411444
5101,1992,282840,53.95585553710911,9.596349001559762,0.4005798331211992,2.9651833561562597,13.30989939941559,81.19642452799673
5102,1992,16590,57.59475634083785,7.439172437377105,37.90235081374322,38.613512083259835,12.100899629564298,47.680366907743874
5103,1992,18925,54.72978497261059,9.190800299177262,3.281373844121532,9.073185362927415,17.306538692261547,72.04559088182364
