cut17,year,population,dependency_rate,schooling,rural_share,sh_first_pea,sh_second_pea,sh_third_pea
1101,2017,191468,43.79872324446114,14.304062831389183,1.2550400066851903,4.220432023953803,10.648850685922048,66.02063367587002
1107,2017,108375,48.30856392150423,13.859621572918007,2.2985005767012687,3.739965566595449,14.93497064863407,58.128150345371196
1401,2017,15711,43.3223864258347,13.36437313926563,35.74565590987206,22.238027501185396,11.818397344713134,46.3963963963964
1402,2017,1250,60.46213093709885,15.297435897435898,100.0,44.936708860759495,6.962025316455696,34.01898734177215
1403,2017,1728,36.385161799526436,16.579268292682926,100.0,23.91304347826087,10.375494071146244,47.62845849802372
1404,2017,2730,58.536585365853654,14.50782361308677,59.37728937728938,33.242876526458616,12.890094979647218,36.63500678426052
1405,2017,9296,25.114401076716014,15.042050903725562,57.91738382099828,34.05581947743468,20.665083135391924,35.52553444180522
2101,2017,361873,40.763892670706944,14.839692170874574,2.146885785897262,8.930165104863901,13.165439535921465,54.2553547523427
2102,2017,13467,33.72058385463211,14.558038600055406,3.8093116507017153,5.01773948302078,32.43791180942727,39.39432336543335
2103,2017,10186,4.579055441478439,14.002838029596594,100.0,70.08103054228133,8.715977560772908,14.502389362144195
2104,2017,13317,43.57951482479784,14.442738628778487,16.475182098070135,30.389828140282244,11.163895486935866,36.970797820315774
2201,2017,165731,40.806790086745224,15.506816346810757,4.370938448449596,11.676155553411174,13.844929074592299,46.33672681655891
2202,2017,321,34.30962343096235,13.669201520912548,100.0,11.737089201877934,20.187793427230048,49.76525821596244
2203,2017,10996,29.517078916372203,15.675328911601609,49.763550381957074,12.889440308795146,15.481113868210642,53.61180038599394
2301,2017,25186,52.83694398931974,15.216362971858194,2.203605177479552,8.629395852119027,14.039675383228134,48.62939585211903
2302,2017,6457,25.18417991469562,12.899560117302054,23.72618863249187,23.486795980369244,18.251928020565554,35.98971722365039
3101,2017,153937,46.80660327875106,12.643260585081684,1.9326087945068435,16.82484777450616,12.0622623710014,56.370601183499616
3102,2017,17662,48.5949856974592,14.598110997217749,10.683954252066584,14.052173913043479,13.936231884057971,48.266666666666666
3103,2017,14019,43.09482494641217,11.327473538886332,29.131892431699836,43.278688524590166,6.438152011922504,31.28166915052161
