cut_2026,year,bonus_total_uf
06105,2006,725.42
06105,2013,6147.12
06105,2014,9218.43
06105,2015,8594.87
06105,2018,9350.46
06105,2019,1682.25
06106,1990,498.15
06106,1992,3534.09
06106,1993,710.24
06106,1999,1068.05
06106,2000,2022.1399999999999
06106,2001,2041.39
06106,2002,306.95
06106,2004,5328.6
06106,2005,4175.67
06106,2006,724.6
06106,2007,2894.07
06106,2008,2126.26
06106,2009,1287.08
06106,2010,1581.46
06106,2011,535.8499999999999
06106,2012,427.15
06106,2013,1433.71
06106,2014,1384.16
06106,2015,4641.35
06106,2016,4777.17
06106,2017,7244.150000000001
06106,2018,4061.8100000000004
06106,2019,15400.800000000001
06107,1988,2434.51
06107,1990,13764.689999999999
06107,1991,761.1
06107,1992,411.19
06107,1993,1704.35
06107,1994,3499.53
06107,1995,2567.1099999999997
06107,1997,1202.05
06107,1998,2960.12
06107,2000,553.03
06107,2001,11471.54
06107,2002,4317.32
06107,2003,6745.61
06107,2004,1211.3
06107,2005,8517.5
06107,2006,10989.710000000001
06107,2007,6476.45
06107,2008,6571.17
06107,2009,4946.25
06107,2010,4393.71
06107,2011,3322.7000000000003
06107,2012,3573.5699999999997
06107,2013,1552.33
06107,2014,13938.039999999999
06107,2015,19793.65
06107,2016,17119.06
06107,2017,26298.69
06107,2018,18638.27
06107,2019,18001.97
06108,1989,10583.07
06108,2002,816.8699999999999
06108,2003,325.51
06108,2010,2257.18
06108,2011,5040.42
06108,2012,2962.37
06108,2014,4869.79
06108,2015,7228.26
06108,2016,20603.22
06108,2017,20697.32
06108,2018,16168.88
06108,2019,22589.940000000002
06109,1990,1093.04
06109,1992,1426.46
06109,1994,7740.29
06109,1995,750.61
06109,1997,3153.42
06109,2000,668.94
06109,2001,13031.24
06109,2002,2017.01
06109,2003,16178.73
06109,2004,1229.05
06109,2005,589.97
06109,2006,530.79
06109,2007,9796.880000000001
06109,2008,597.17
06109,2009,1635.8799999999999
06109,2010,2153.25
06109,2012,726.67
06109,2013,4874.08
06109,2014,7735.4
06109,2015,621.96
06109,2016,1623.9
06109,2017,1073.9
06109,2018,2300.63
06109,2019,1382.5
06110,1987,2200.93
06110,1991,1668.66
06110,1992,5215.7
06110,1995,4732.33
06110,1997,4080.54
06110,1999,1084.84
06110,2000,521.96
06110,2002,916.48
06110,2003,3089.62
06110,2004,2496.56
06110,2005,943.55
06110,2006,8851.67
06110,2007,383.61
06110,2008,1200.27
06110,2009,2845.0
06110,2011,3658.89
06110,2012,471.66999999999996
06110,2013,3495.0
06110,2014,13250.49
06110,2015,5063.93
06110,2016,2323.4300000000003
06110,2017,8587.220000000001
06110,2018,9082.41
06110,2019,6092.820000000001
06111,1990,163.81
06111,1996,1161.48
06111,1998,954.57
06111,2004,1266.96
06111,2005,1794.5100000000002
06111,2009,592.3
06111,2011,844.37
06111,2012,891.2
06111,2013,956.47
06111,2014,9846.93
06111,2015,11424.29
06111,2016,12847.82
06111,2017,1472.1000000000001
06111,2018,1123.21
06111,2019,4241.83
06112,1996,2526.32
06112,1998,2834.25
06112,1999,5231.22
06112,2000,1533.8899999999999
06112,2001,632.85
06112,2002,507.73
06112,2003,1257.99
06112,2004,3202.72
06112,2005,236.0
06112,2006,3747.9
06112,2007,1474.5700000000002
06112,2008,2400.37
06112,2009,1936.64
06112,2010,1009.84
06112,2011,3287.0600000000004
06112,2012,1624.6799999999998
06112,2015,2901.53
06112,2019,1916.6399999999999
06113,1999,1981.94
06113,2000,1252.08
06113,2001,889.11
06113,2002,7752.4
06113,2003,2604.71
06113,2004,1824.6499999999999
06113,2005,23624.37
06113,2006,10057.45
06113,2007,13064.650000000001
06113,2008,683.04
06113,2009,3185.04
06113,2010,20888.42
06113,2011,2950.0099999999998
06113,2012,2951.34
06113,2013,6321.43
06113,2014,11539.6
06113,2015,38229.4
06113,2016,43149.78
06113,2017,22117.7
06113,2018,30873.71
06113,2019,31861.02
06114,2002,4438.1
06114,2004,8533.35
06114,2005,1452.57
06114,2007,1018.3
06114,2008,727.09
06114,2009,2212.86
06114,2010,1895.25
06114,2011,995.22
06114,2012,559.41
06114,2013,671.33
06114,2016,2075.56
06114,2017,4547.52
06114,2018,2893.7799999999997
06114,2019,8881.52
06115,1988,4703.46
06115,1989,3945.39
06115,1990,8754.62
06115,1991,1517.25
06115,1992,2405.57
06115,1999,16086.380000000001
06115,2000,16643.58
06115,2001,10004.33
06115,2002,16781.58
06115,2003,12397.73
06115,2004,4614.89
06115,2005,5219.02
06115,2006,8413.300000000001
06115,2007,8975.49
06115,2008,27567.93
06115,2009,16018.32
06115,2010,3765.93
06115,2011,3639.78
06115,2012,4197.42
06115,2013,1241.32
06115,2014,15941.650000000001
06115,2015,14408.55
06115,2016,13387.240000000002
06115,2017,13769.75
06115,2018,12199.97
06115,2019,14145.04
06116,1989,911.11
06116,1991,990.99
06116,1998,356.69
06116,2001,833.83
06116,2002,5208.97
06116,2003,1955.6999999999998
06116,2004,1523.1100000000001
06116,2005,2901.2
06116,2006,3557.81
06116,2007,2583.05
06116,2008,2511.06
06116,2009,3862.31
06116,2010,1932.2
06116,2012,4546.76
06116,2013,5610.68
06116,2014,6191.23
06116,2015,9004.29
06116,2016,6595.61
06116,2017,11452.99
06116,2018,1557.84
06116,2019,6087.46
06117,1988,7526.57
06117,1991,2130.29
06117,1992,1283.69
06117,1993,3275.95
06117,1994,6679.42
06117,1995,6843.23
06117,1997,708.73
06117,1998,2928.34
06117,1999,6447.450000000001
06117,2000,6604.45
06117,2001,1748.5800000000002
06117,2002,2189.65
06117,2003,24674.64
06117,2004,14395.689999999999
06117,2005,14266.37
06117,2006,19107.89
06117,2007,19565.98
06117,2008,16868.34
06117,2009,17451.03
06117,2010,7104.889999999999
06117,2011,1218.54
06117,2012,4230.65
06117,2013,4161.2300000000005
06117,2014,9495.84
06117,2015,11001.23
06117,2016,24946.21
06117,2017,35735.25
06117,2018,42239.850000000006
06117,2019,31372.75
06201,1990,2717.46
06201,1991,959.52
06202,1997,3023.03
06202,1999,372.96999999999997
06202,2000,205.94
06202,2005,7930.99
06202,2008,841.56
06202,2009,14029.439999999999
06202,2010,12551.33
06202,2011,1478.46
06202,2012,8115.76
06202,2016,5891.22
06202,2017,458.98
06202,2018,7680.14
06203,1996,1070.57
06203,2001,561.61
06203,2004,116.24000000000001
06203,2005,1367.69
06203,2006,291.34
06203,2009,283.01
06203,2010,1064.68
06203,2011,1667.75
06203,2012,1112.71
06203,2014,10571.689999999999
06203,2017,2187.74
06203,2018,1973.32
06203,2019,583.56
06204,1988,516.88
06204,1989,5940.83
06204,1991,1603.13
06204,1992,334.67
06204,1993,6091.76
06204,1994,4345.46
06204,1995,12128.3
06204,1996,2074.14
06204,1997,3738.79
06204,1999,8283.75
06204,2000,2759.55
06204,2001,3393.66
06204,2002,4683.67
06204,2003,3502.5600000000004
06204,2004,2796.17
06204,2005,7000.21
06204,2006,3223.96
06204,2007,2797.0600000000004
06204,2008,14828.23
06204,2009,3596.46
06204,2010,10135.21
06204,2011,8861.13
06204,2013,5093.92
06204,2014,4647.05
06204,2015,4619.610000000001
06204,2016,1660.24
06205,1990,1851.6
06205,1996,2608.03
06205,2001,3207.31
06205,2005,455.21
06205,2008,369.92
06206,2009,2066.12
06206,2010,813.66
06301,1987,1021.45
06301,1989,3113.81
06301,1990,1021.89
06301,1991,1602.7
06301,1992,700.24
06301,1995,8976.15
06301,1997,726.26
06301,1999,326.68
06301,2000,1081.8799999999999
06301,2001,1056.73
06301,2002,1741.11
06301,2004,1847.79
06301,2005,6645.52
06301,2006,12124.12
06301,2007,1985.04
06301,2008,6828.74
06301,2009,10300.03
06301,2010,4966.39
06301,2011,4598.5599999999995
06301,2012,10657.68
06301,2013,11154.21
06301,2014,8674.2
06301,2015,18001.81
06301,2016,17079.4
06301,2017,22394.11
06301,2018,28748.359999999997
06301,2019,33810.82
06302,1989,1083.48
06302,1990,834.05
06302,1991,565.92
06302,1992,967.75
06302,1993,1928.36
06302,1996,1030.44
06302,1997,3759.62
06302,1998,6898.38
06302,2000,5426.16
06302,2001,6869.0199999999995
06302,2002,6000.44
06302,2004,1364.17
06302,2005,435.74
06302,2007,3003.25
06302,2008,5782.89
06302,2009,4514.81
06302,2010,2506.77
06302,2011,4335.39
06302,2012,5227.58
06302,2013,4077.23
06302,2014,8568.27
06302,2015,8530.23
06302,2016,8787.39
06302,2017,6790.59
06302,2018,9221.82
06302,2019,13889.35
06303,1987,625.13
06303,1988,1564.8
06303,1990,1910.76
06303,1991,2188.19
06303,1992,873.0
06303,1993,2381.32
06303,1994,8724.49
06303,1995,5062.1
06303,1996,925.45
06303,1997,1363.95
06303,1998,1096.71
06303,1999,15082.27
06303,2000,3060.1
06303,2001,6322.31
06303,2002,8903.98
06303,2003,4154.14
06303,2004,11746.34
06303,2005,9078.06
06303,2006,41166.76
06303,2007,8379.54
06303,2008,12732.78
06303,2009,10502.43
06303,2010,10639.28
06303,2011,7374.68
06303,2012,9166.47
06303,2013,22854.68
06303,2014,23950.66
06303,2015,28352.52
06303,2016,19714.68
06303,2017,35816.2
06303,2018,36117.43
06303,2019,33776.4
06304,1992,240.57
06304,1995,1714.35
06304,1998,2424.23
06304,2000,3329.72
06304,2001,8676.960000000001
06304,2002,10422.55
06304,2003,1643.98
06304,2004,7409.41
06304,2005,4282.48
06304,2006,4229.13
06304,2007,1598.83
06304,2008,13064.57
06304,2009,14119.66
06304,2010,5944.219999999999
06304,2011,4054.64
06304,2012,12187.25
06304,2013,12268.08
06304,2014,8027.7
06304,2015,1501.3400000000001
06304,2016,9889.67
06304,2017,7951.48
06304,2018,6215.29
06304,2019,6849.53
06305,1990,1435.1599999999999
06305,1998,770.16
06305,1999,552.03
06305,2000,5354.59
06305,2001,854.31
06305,2002,3502.8
06305,2003,1937.82
06305,2004,26588.56
06305,2006,2284.48
06305,2007,8403.09
06305,2008,3262.2599999999998
06305,2009,3759.7200000000003
06305,2012,883.69
06305,2013,7677.02
06305,2014,29035.67
06305,2015,823.24
06305,2016,3944.33
06305,2017,57304.979999999996
06305,2018,27818.39
06305,2019,12629.84
06306,1987,602.68
06306,1988,10254.27
06306,1989,7727.24
06306,1991,8518.07
06306,1992,4919.36
06306,1993,7047.32
06306,1994,10070.720000000001
06306,1995,3156.55
06306,1996,6794.76
06306,1997,10011.83
06306,1998,14880.060000000001
06306,1999,6198.79
06306,2000,3379.19
06306,2001,5382.91
06306,2002,1592.83
06306,2003,8039.669999999999
06306,2004,4724.98
06306,2005,9492.41
06306,2006,6769.88
06306,2007,13551.900000000001
06306,2008,4996.42
06306,2009,6366.53
06306,2010,3633.51
06306,2011,3775.92
06306,2012,6479.26
06306,2013,5829.17
06306,2014,7581.67
06306,2015,14389.869999999999
06306,2016,7797.820000000001
06306,2017,8941.45
06306,2018,12867.92
06306,2019,18058.49
06307,1989,2228.37
06307,1990,2969.87
06307,1991,1253.33
06307,1994,5278.07
06307,1995,9058.4
06307,1996,19693.940000000002
06307,1997,5840.8099999999995
06307,1998,2633.05
06307,1999,3034.05
06307,2000,6664.66
06307,2001,5267.23
06307,2002,10200.68
06307,2003,5552.1
06307,2004,5529.9800000000005
06307,2005,3880.3900000000003
06307,2006,9600.46
06307,2007,15264.5
06307,2008,7625.53
06307,2009,6117.71
06307,2010,9790.85
06307,2011,4118.97
06307,2012,9142.1
06307,2013,13927.079999999998
06307,2014,10386.380000000001
06307,2015,6974.28
06307,2016,2327.31
06307,2017,7398.65
06307,2018,4553.91
06307,2019,7270.17
06308,1993,2299.48
06308,1997,447.05
06308,1998,1147.47
06308,1999,498.49
06308,2000,2360.62
06308,2001,6529.65
06308,2002,1065.29
06308,2003,1899.45
06308,2004,3273.15
06308,2005,1478.24
06308,2006,5870.42
06308,2007,673.81
06308,2008,1446.55
06308,2009,7600.53
06308,2010,4483.7
06308,2011,1393.94
06308,2012,2633.51
06308,2013,2852.8
06308,2014,595.04
06308,2015,1823.0900000000001
06308,2016,10236.93
06308,2017,21510.25
06308,2018,3763.31
06308,2019,2934.0099999999998
06309,1988,1091.97
06309,1996,660.65
06309,1999,100.49
06309,2001,244.13
06309,2002,1117.09
06309,2003,3725.9700000000003
06309,2004,4022.5
06309,2005,793.42
06309,2006,648.23
06309,2007,408.84
06309,2008,3648.2
06309,2009,1310.8
06309,2011,4090.9399999999996
06309,2012,1254.4
06309,2013,2495.4300000000003
06309,2014,2125.92
06309,2015,10453.970000000001
06309,2017,2430.47
06310,1989,1047.89
06310,1990,736.58
06310,1991,3644.7
06310,1992,530.94
06310,1993,2475.86
06310,1994,708.44
06310,1995,2375.99
06310,1996,8167.0199999999995
06310,1997,3220.43
06310,1998,6715.75
06310,1999,1150.27
06310,2000,15512.73
06310,2001,6686.21
06310,2002,9381.27
06310,2003,14424.759999999998
06310,2004,2368.53
06310,2005,8070.11
06310,2006,6183.37
06310,2007,3467.6099999999997
06310,2008,11631.44
06310,2009,10881.66
06310,2010,13270.31
06310,2011,28265.8
06310,2012,13336.51
06310,2013,3314.46
06310,2014,3429.7799999999997
06310,2015,11302.46
06310,2016,1397.2
06310,2017,7621.76
06310,2018,26523.420000000002
06310,2019,13389.17
07101,1988,769.08
07101,1989,6477.59
07101,1990,2207.18
07101,1991,423.88
07101,1992,1309.21
07101,1993,1922.1599999999999
07101,1994,1416.37
07101,1995,4317.889999999999
07101,1998,661.65
07101,1999,2947.83
07101,2000,6828.889999999999
07101,2001,16934.48
07101,2002,12887.199999999999
07101,2003,16266.16
07101,2004,5418.79
07101,2005,3889.44
07101,2006,4990.7
07101,2008,2448.33
07101,2009,478.51
07101,2010,15769.94
07101,2011,8871.699999999999
07101,2012,5726.16
07101,2013,2164.1
07101,2014,955.71
07101,2015,6297.639999999999
07101,2016,410.54
07101,2017,7525.299999999999
07101,2018,392.21
07101,2019,6399.67
07102,1988,2656.67
07102,1989,507.23
07102,1991,1012.0
07102,1995,3615.66
07102,2000,1573.92
07102,2008,1702.58
07102,2010,407.8
07102,2019,489.78
07103,1988,2337.61
07103,1992,1372.25
07103,1993,1221.31
07103,1994,6923.98
07103,1996,9571.14
07103,1999,19284.17
07103,2000,3947.2
07103,2001,2245.54
07103,2002,5001.94
07103,2003,16381.92
07103,2004,5582.17
07103,2005,13038.56
07103,2006,4316.48
07103,2007,4955.85
07103,2008,7660.46
07103,2009,7455.08
07103,2010,7339.91
07103,2011,7048.43
07103,2012,590.44
07103,2013,2379.94
07103,2014,2247.46
07103,2015,4568.87
07103,2016,961.87
07103,2018,808.74
07103,2019,1374.54
07104,2005,1017.36
07104,2010,1805.03
07104,2012,1221.33
07104,2019,366.31
07105,1993,1163.8
07105,1999,7201.46
07105,2001,10190.75
07105,2002,2078.86
07105,2005,2653.01
07105,2006,1959.86
07105,2008,3981.99
07105,2009,4718.47
07105,2010,3752.26
07105,2011,1035.18
07105,2012,14437.28
07105,2014,10327.279999999999
07105,2015,5613.97
07105,2016,1916.39
07105,2017,3778.96
07105,2018,593.25
07105,2019,1857.03
07106,1988,527.73
07106,1989,1373.62
07106,1990,6276.71
07106,1992,2102.2200000000003
07106,1993,1782.93
07106,1994,288.14
07106,1995,6690.28
07106,1996,1105.63
07106,1997,16066.32
07106,1998,2105.78
07106,1999,2396.96
07106,2000,939.21
07106,2001,7239.8
07106,2002,860.27
07106,2003,3550.01
07106,2004,5213.52
07106,2005,19262.71
07106,2006,32852.64
07106,2007,43238.619999999995
07106,2008,29322.4
07106,2009,18944.59
07106,2010,22017.02
07106,2011,5435.23
07106,2012,12664.37
07106,2013,20686.510000000002
07106,2014,46783.52
07106,2015,26179.670000000002
07106,2016,24141.28
07106,2017,18431.73
07106,2018,28093.43
07106,2019,25973.68
07107,1993,4482.25
07107,1994,32430.170000000002
07107,1995,13537.619999999999
07107,1996,7670.93
07107,1997,29263.15
07107,1998,51984.25
07107,1999,7000.38
07107,2000,19056.09
07107,2001,16067.04
07107,2002,8279.08
07107,2003,9690.380000000001
07107,2004,13961.95
07107,2005,4201.91
07107,2006,24279.65
07107,2007,33597.14
07107,2008,35907.44
07107,2009,29839.68
07107,2010,5783.37
07107,2011,12911.69
07107,2012,28813.81
07107,2013,13366.51
07107,2014,23629.38
07107,2015,25468.02
07107,2016,8916.82
07107,2017,9879.779999999999
07107,2018,13384.529999999999
07107,2019,1372.21
07108,1987,2036.24
07108,1989,3259.92
07108,1990,4278.91
07108,1991,3573.3199999999997
07108,1992,3179.77
07108,1993,3020.5699999999997
07108,1995,1974.6499999999999
07108,1996,3426.13
07108,1997,10034.48
07108,1998,759.35
07108,1999,1678.6599999999999
07108,2000,5889.51
07108,2001,15380.01
07108,2002,10159.23
07108,2003,3246.1
07108,2004,8491.25
07108,2005,8578.869999999999
07108,2006,28198.15
07108,2007,21676.64
07108,2008,17788.53
07108,2009,27270.4
07108,2010,38425.240000000005
07108,2011,46901.27
07108,2012,25974.58
07108,2013,23383.1
07108,2014,29038.08
07108,2015,31370.27
07108,2016,10761.35
07108,2017,34091.049999999996
07108,2018,8099.67
07108,2019,26731.53
07109,1987,6198.900000000001
07109,1988,3027.7300000000005
07109,1989,8248.060000000001
07109,1990,691.86
07109,1991,1861.06
07109,1992,7301.490000000001
07109,1993,6528.36
07109,1994,2982.14
07109,1995,824.84
07109,1996,1553.4099999999999
07109,1998,4559.79
07109,1999,267.36
07109,2000,8241.35
07109,2001,7347.12
07109,2002,11072.11
07109,2003,17702.44
07109,2004,22090.16
07109,2005,42943.75
07109,2006,45818.73
07109,2007,37660.59
07109,2008,63009.24
07109,2009,71185.0
07109,2010,58663.49
07109,2011,55845.62
07109,2012,57870.3
07109,2013,37626.96
07109,2014,47019.64
07109,2015,102953.02
07109,2016,58275.740000000005
07109,2017,79359.78
07109,2018,60823.36
07109,2019,95754.96
07110,1999,4744.05
07110,2000,3731.58
07110,2001,2347.51
07110,2002,1006.81
07110,2003,1365.29
07110,2006,3717.8199999999997
07110,2007,3515.01
07110,2008,949.91
07110,2009,8709.86
07110,2010,11151.65
07110,2011,5644.36
07110,2012,11201.27
07110,2013,10154.3
07110,2014,5850.5
07110,2015,9368.12
07110,2016,13736.32
07110,2017,16371.69
07110,2018,13612.43
07110,2019,14485.76
07201,1989,3542.01
07201,1990,2509.82
07201,1991,5841.07
07201,1992,2064.85
07201,1993,4917.42
07201,1994,2336.17
07201,1995,1777.95
07201,1996,1838.81
07201,1997,5427.45
07201,1998,4537.88
07201,1999,8223.74
07201,2000,11016.369999999999
07201,2001,16990.2
07201,2002,10535.429999999998
07201,2003,2956.71
07201,2004,10806.630000000001
07201,2005,2725.84
07201,2006,5849.05
07201,2007,8830.31
07201,2008,13672.85
07201,2009,23337.02
07201,2010,20913.44
07201,2011,13340.85
07201,2012,15489.59
07201,2013,3082.3199999999997
07201,2014,17365.59
07201,2015,8271.84
07201,2016,7058.36
07201,2017,13049.93
07201,2018,7813.51
07201,2019,10935.45
07202,1990,1086.11
07202,2013,334.83
07202,2016,1052.04
07203,1991,701.5799999999999
07203,1992,704.56
07203,1993,592.86
07301,1989,9722.13
07301,1990,2283.85
07301,1991,7190.9400000000005
07301,1992,5246.49
07301,1993,5807.9800000000005
07301,1994,9974.01
07301,1995,5446.92
07301,1996,4697.07
07301,1997,2731.98
07301,1998,7705.88
07301,1999,13550.210000000001
07301,2000,9593.94
07301,2001,14487.31
07301,2002,10505.73
07301,2003,12465.49
07301,2004,14468.82
07301,2005,21686.33
07301,2006,20630.53
07301,2007,18749.27
07301,2008,25019.100000000002
07301,2009,25455.61
07301,2010,30892.59
07301,2011,13138.47
07301,2012,17720.4
07301,2013,11277.7
07301,2014,13593.75
07301,2015,25266.53
07301,2016,18841.74
07301,2017,9819.9
07301,2018,7822.41
07301,2019,36874.549999999996
07302,1993,3376.53
07302,2000,1192.72
07302,2001,3831.93
07302,2002,957.74
07302,2004,2842.8
07302,2008,776.73
07302,2009,320.15
07302,2011,5211.97
07302,2012,1683.65
07302,2016,775.15
07302,2018,3477.19
07302,2019,5710.63
07303,1991,396.01
07303,2002,1030.68
07303,2003,13809.22
07303,2005,2178.9700000000003
07303,2014,3660.0099999999998
07303,2015,1773.82
07303,2016,2610.29
07303,2017,5168.68
07304,1988,14014.48
07304,1989,3985.12
07304,1990,21534.18
07304,1991,2970.8599999999997
07304,1992,4687.68
07304,1993,12583.08
07304,1994,4711.01
07304,1995,894.06
07304,1996,4348.12
07304,1997,11927.68
07304,1998,16923.77
07304,1999,27063.31
07304,2000,14246.240000000002
07304,2001,26785.81
07304,2002,13292.289999999999
07304,2003,7300.72
07304,2004,11741.95
07304,2005,5566.650000000001
07304,2006,27433.190000000002
07304,2007,15226.84
07304,2008,12759.46
07304,2009,15627.77
07304,2010,14799.51
07304,2011,6901.32
07304,2012,6442.84
07304,2013,14402.45
07304,2014,11320.01
07304,2015,16521.489999999998
07304,2016,9291.93
07304,2017,14641.28
07304,2018,5872.0
07304,2019,14200.45
07305,1990,2155.2000000000003
07305,1991,444.77
07305,1992,4447.7
07305,1993,1401.9
07305,1995,5883.29
07305,1996,3276.02
07305,1998,1095.76
07305,2000,6734.67
07305,2001,10499.39
07305,2002,9598.87
07305,2003,2154.75
07305,2004,3521.58
07305,2005,6057.360000000001
07305,2006,7971.56
07305,2007,2581.17
07305,2008,6746.56
07305,2009,3305.6
07305,2010,3829.16
07305,2011,7613.48
07305,2012,2083.9700000000003
07305,2013,7110.389999999999
07305,2014,3906.03
07305,2015,6246.25
07305,2016,5631.610000000001
07305,2017,14759.56
07305,2018,16619.71
07305,2019,8732.32
07306,1987,8550.81
07306,1988,2516.21
07306,1989,2622.94
07306,1990,6295.15
07306,1991,2745.33
07306,1992,5639.17
07306,1993,3176.55
07306,1995,6459.08
07306,1996,776.58
07306,1997,334.69
07306,1998,520.35
07306,1999,15513.14
07306,2000,8422.33
07306,2001,18508.56
07306,2002,13087.76
07306,2003,6178.7699999999995
07306,2004,15107.02
07306,2005,28677.710000000003
07306,2006,12657.11
07306,2007,12807.91
07306,2008,12764.09
07306,2009,6213.96
07306,2010,9203.11
07306,2011,4912.76
07306,2012,7416.64
07306,2013,17687.9
07306,2014,9725.48
07306,2015,11823.0
07306,2016,8235.12
07306,2017,5121.71
07306,2018,9966.33
07306,2019,5840.59
07307,1988,5070.18
07307,1989,20058.34
07307,1990,4469.7
07307,1991,2470.49
07307,1992,15713.58
07307,1993,4111.09
07307,1994,6139.45
07307,1995,6293.450000000001
07307,1996,10291.72
07307,1997,334.03
07307,1998,2038.01
07307,1999,16785.63
07307,2000,9408.41
07307,2001,15361.51
07307,2002,20033.47
07307,2003,7228.76
07307,2004,12893.64
07307,2005,22678.38
07307,2006,20375.3
07307,2007,38305.44
07307,2008,23514.86
07307,2009,22885.98
07307,2010,17578.95
07307,2011,22172.4
07307,2012,13286.04
07307,2013,8050.969999999999
07307,2014,19360.26
07307,2015,15002.33
07307,2016,6345.98
07307,2017,13729.27
07307,2018,24542.329999999998
07307,2019,22056.27
07308,1987,2923.17
07308,1988,3306.08
07308,1989,9800.45
07308,1990,8586.4
07308,1991,7782.21
07308,1992,16632.88
07308,1993,6794.23
07308,1994,4936.59
07308,1995,8552.82
07308,1996,596.09
07308,1997,11385.55
07308,1998,10322.31
07308,1999,9085.35
07308,2000,18454.829999999998
07308,2001,13795.72
07308,2002,10147.119999999999
07308,2003,18325.44
07308,2004,13494.07
07308,2005,12139.08
07308,2006,22148.17
07308,2007,21974.96
07308,2008,20893.39
07308,2009,24268.35
07308,2010,26968.75
07308,2011,23610.96
07308,2012,9768.73
07308,2013,16970.24
07308,2014,22178.03
07308,2015,34464.24
07308,2016,19448.14
07308,2017,11811.81
07308,2018,8653.08
07308,2019,11911.41
07309,2009,1822.48
07401,1989,2639.1400000000003
07401,1990,538.93
07401,1992,668.29
07401,1993,4289.639999999999
07401,1994,3164.35
07401,1996,9395.93
07401,1997,1114.48
07401,1999,10488.85
07401,2000,5109.72
07401,2001,9559.18
07401,2002,6453.7699999999995
07401,2003,13846.05
07401,2004,22551.75
07401,2005,1612.49
07401,2006,17899.59
07401,2007,42745.19
07401,2008,54576.65
07401,2009,75510.15
07401,2010,68597.51999999999
07401,2011,36546.39
07401,2012,29437.18
07401,2013,52952.28999999999
07401,2014,22336.16
07401,2015,31693.48
07401,2016,44722.19
07401,2017,67062.69
07401,2018,63167.73
07401,2019,32031.79
07402,1987,561.95
07402,1990,1534.29
07402,1993,635.35
07402,1994,10749.460000000001
07402,1995,1943.19
07402,1996,3798.9700000000003
07402,1998,10377.85
07402,1999,1400.91
07402,2000,27550.61
07402,2001,30850.51
07402,2002,20713.989999999998
07402,2003,13827.96
07402,2004,11832.330000000002
07402,2005,22296.63
07402,2006,3588.8900000000003
07402,2007,8949.86
07402,2008,12483.08
07402,2009,14352.19
07402,2010,9138.91
07402,2011,34895.15
07402,2012,17622.7
07402,2013,47657.61
07402,2014,37335.18
07402,2015,44373.93
07402,2016,21425.54
07402,2017,31362.46
07402,2018,38489.89
07402,2019,66010.48
07403,1989,2292.18
07403,1990,3831.16
07403,1992,2906.02
07403,1993,2394.2
07403,1994,2860.26
07403,1995,2874.87
07403,1996,1313.95
07403,1997,11661.91
07403,1998,8859.27
07403,1999,11726.58
07403,2000,16290.69
07403,2001,19458.15
07403,2002,14421.68
07403,2003,44110.38
07403,2004,16057.77
07403,2005,34635.56
07403,2006,48771.51
07403,2007,38716.04
07403,2008,41397.76
07403,2009,69428.06
07403,2010,31430.92
07403,2011,18578.63
07403,2012,17011.68
07403,2013,27092.75
07403,2014,13840.94
07403,2015,13760.970000000001
07403,2016,32646.18
07403,2017,46415.09
07403,2018,41481.64
07403,2019,40599.63
07404,1988,2145.89
07404,1990,6051.57
07404,1991,1495.35
07404,1992,3656.0
07404,1993,1684.16
07404,1994,9936.31
07404,1995,12452.76
07404,1996,5337.76
07404,1997,20454.37
07404,1998,10030.62
07404,1999,26482.29
07404,2000,22768.9
07404,2001,22767.4
07404,2002,23282.07
07404,2003,32694.11
07404,2004,18298.989999999998
07404,2005,6183.99
07404,2006,27486.32
07404,2007,14449.98
07404,2008,43831.1
07404,2009,25093.23
07404,2010,39297.53
07404,2011,34685.61
07404,2012,20292.99
07404,2013,12966.91
07404,2014,9528.68
07404,2015,6854.6
07404,2016,17516.13
07404,2017,24840.39
07404,2018,21710.81
07404,2019,19706.78
07405,1987,895.39
07405,1988,2888.96
07405,1989,15457.029999999999
07405,1990,4792.51
07405,1991,3743.3599999999997
07405,1992,8401.9
07405,1993,1795.34
07405,1994,7634.2
07405,1995,3339.47
07405,1996,972.87
07405,1997,7872.93
07405,1998,4590.030000000001
07405,1999,2545.38
07405,2000,8772.83
07405,2001,4554.58
07405,2002,10347.7
07405,2003,26083.48
07405,2004,11826.52
07405,2005,15727.4
07405,2006,6971.07
07405,2007,10748.47
07405,2008,15508.67
07405,2009,8296.22
07405,2010,14484.41
07405,2011,26239.71
07405,2012,37106.57
07405,2013,26711.989999999998
07405,2014,45552.31
07405,2015,35119.88
07405,2016,27059.69
07405,2017,27536.45
07405,2018,20419.99
07405,2019,30275.7
07406,1987,1582.32
07406,1990,986.78
07406,1991,2236.57
07406,1995,2675.76
07406,1997,8859.23
07406,1998,12624.25
07406,1999,24738.850000000002
07406,2000,12563.89
07406,2001,18841.2
07406,2002,27103.32
07406,2003,16120.300000000001
07406,2004,7716.4
07406,2005,5712.2699999999995
07406,2006,7909.379999999999
07406,2007,20982.91
07406,2008,6440.13
07406,2009,17288.82
07406,2010,43931.4
07406,2011,7305.24
07406,2012,13908.23
07406,2013,20055.63
07406,2014,7182.54
07406,2015,15344.79
07406,2016,18079.6
07406,2017,24886.329999999998
07406,2018,20145.08
07406,2019,22556.41
07407,1990,4580.02
07407,1991,1765.35
07407,1992,653.01
