cut_2026,year,bonus_total_uf
07407,1993,298.2
07407,1994,1262.51
07407,1996,1480.55
07407,1997,649.0
07407,1999,2744.33
07407,2000,7042.82
07407,2001,1697.83
07407,2003,19051.57
07407,2004,21739.65
07407,2006,3459.08
07407,2007,17058.41
07407,2008,26710.7
07407,2009,26945.629999999997
07407,2010,22116.42
07407,2011,6877.84
07407,2012,7364.98
07407,2013,3983.62
07407,2014,4825.46
07407,2015,14530.130000000001
07407,2016,5550.8099999999995
07407,2017,10617.939999999999
07407,2018,8615.69
07407,2019,1392.22
07408,1989,1050.3
07408,1990,2191.33
07408,1994,6521.11
07408,1995,8398.65
07408,1996,1761.81
07408,1997,5443.629999999999
07408,1998,4538.56
07408,1999,1345.04
07408,2000,2048.98
07408,2001,6476.620000000001
07408,2002,10952.74
07408,2003,26738.47
07408,2004,8984.82
07408,2005,7834.21
07408,2006,17157.15
07408,2007,6774.02
07408,2008,14136.09
07408,2009,11574.07
07408,2010,4180.96
07408,2011,12414.78
07408,2012,3715.2200000000003
07408,2013,10411.15
07408,2014,15754.79
07408,2015,14484.08
07408,2016,11119.54
07408,2017,18547.37
07408,2018,8394.55
07408,2019,10601.27
08102,2008,1041.98
08102,2019,2438.51
08104,2000,947.04
08104,2010,490.46000000000004
08104,2016,991.81
08104,2018,233.56
08105,2017,317.69
08109,2002,3060.22
08109,2012,467.18
08109,2016,1780.42
08109,2017,1650.0
08109,2019,1531.73
08111,2016,863.0799999999999
08201,1999,611.65
08201,2001,6033.9
08201,2002,109.16
08201,2003,319.53
08201,2004,1178.32
08201,2016,856.49
08202,1999,3128.84
08202,2000,1641.04
08202,2001,2732.46
08202,2002,2602.93
08202,2005,437.4
08202,2016,312.44
08203,1999,2275.15
08203,2000,1946.4399999999998
08203,2001,4594.77
08203,2002,12554.68
08203,2003,4159.12
08203,2004,5033.33
08203,2005,8519.130000000001
08203,2006,369.54
08203,2007,284.77
08203,2008,1478.21
08203,2009,1118.4
08203,2010,1232.98
08203,2012,1389.47
08203,2013,1399.21
08203,2016,1113.99
08203,2017,1292.06
08204,2000,128.69
08204,2005,424.54
08204,2008,389.04
08204,2016,256.73
08204,2017,207.57
08204,2018,359.96
08205,2016,471.07
08205,2019,146.94
08206,2002,321.95
08206,2018,315.46
08207,2001,1083.18
08207,2004,325.76
08207,2006,482.15
08207,2014,423.51
08207,2016,1632.26
08301,1991,644.44
08301,1995,2313.5600000000004
08301,1996,9867.2
08301,1997,11920.92
08301,1998,10387.01
08301,1999,26917.079999999998
08301,2000,20142.5
08301,2001,18516.98
08301,2002,32680.46
08301,2003,15537.53
08301,2004,30418.86
08301,2005,24421.98
08301,2006,20040.22
08301,2007,18911.57
08301,2008,38025.24
08301,2009,55667.59
08301,2010,61096.42
08301,2011,97458.77
08301,2012,59046.68
08301,2013,75461.59
08301,2014,64712.97
08301,2015,145884.19
08301,2016,94678.37
08301,2017,129740.16
08301,2018,74576.89
08301,2019,97519.58
08302,2012,487.25
08303,1990,797.65
08303,1993,731.3299999999999
08303,2001,1364.73
08303,2002,7025.67
08303,2003,380.68
08303,2004,12636.17
08303,2007,1999.28
08303,2008,2227.93
08303,2009,2525.84
08303,2010,330.6
08303,2011,16935.620000000003
08303,2013,3897.35
08303,2014,1646.84
08303,2015,10351.87
08303,2016,24112.33
08303,2017,35892.97
08303,2018,19273.37
08303,2019,52130.88
08305,1993,706.43
08305,1996,1141.57
08305,1997,5042.43
08305,1999,2855.41
08305,2000,1851.63
08305,2001,4501.08
08305,2002,1055.97
08305,2003,6176.12
08305,2004,6286.76
08305,2005,1280.96
08305,2006,7193.11
08305,2007,11326.64
08305,2008,10041.119999999999
08305,2009,6096.75
08305,2010,4267.63
08305,2011,8095.22
08305,2012,5177.47
08305,2013,13686.25
08305,2014,5028.12
08305,2015,14359.36
08305,2016,6965.76
08305,2017,5374.4400000000005
08305,2018,9946.39
08305,2019,5407.55
08306,1998,825.41
08306,2001,553.76
08306,2002,1331.08
08306,2005,6661.11
08306,2008,175.09
08306,2009,1308.2
08306,2010,741.56
08306,2016,1858.21
08306,2017,226.6
08307,1991,1901.04
08307,1993,741.65
08307,1995,721.25
08307,1998,13960.14
08307,1999,7982.8099999999995
08307,2000,12619.29
08307,2002,901.84
08307,2003,10270.08
08307,2004,263.99
08307,2005,19028.62
08307,2006,11070.04
08307,2007,6043.43
08307,2008,33082.89
08307,2009,22586.78
08307,2010,1826.22
08307,2011,1724.96
08307,2012,29460.640000000003
08307,2013,2132.56
08307,2014,10789.43
08307,2015,5853.6900000000005
08307,2016,6098.63
08307,2017,31490.78
08307,2018,9695.550000000001
08307,2019,18465.21
08308,1998,1194.57
08308,2002,3858.12
08308,2004,278.75
08308,2006,254.72
08308,2011,748.02
08308,2013,3190.31
08308,2014,1569.56
08308,2015,5857.89
08308,2016,5044.92
08308,2017,912.1
08308,2018,2463.66
08308,2019,413.81
08309,1995,739.25
08309,2003,4808.19
08309,2004,425.78
08309,2009,842.36
08309,2012,4517.6
08309,2014,13322.35
08309,2015,5121.55
08309,2016,957.63
08309,2017,4561.57
08309,2019,7144.5
08310,2017,677.6800000000001
08311,1994,978.19
08311,1996,1832.84
08311,2000,1326.1100000000001
08311,2001,6658.37
08311,2002,8066.58
08311,2004,5822.5599999999995
08311,2005,819.37
08311,2006,2244.6800000000003
08311,2007,1402.43
08311,2008,6061.84
08311,2009,1596.92
08311,2010,4091.15
08311,2011,3096.84
08311,2012,5040.110000000001
08311,2013,3491.0
08311,2014,13314.55
08311,2015,4636.8099999999995
08311,2016,32213.71
08311,2017,31945.199999999997
08311,2018,25776.69
08311,2019,16970.05
08312,1994,1504.49
08312,1998,369.64
08312,2000,540.1
08312,2002,3770.44
08312,2003,412.82
08312,2007,648.69
08312,2010,86.63
08312,2011,3692.4700000000003
08312,2015,906.33
08313,1994,487.52
08313,1999,5896.08
08313,2000,693.83
08313,2002,3372.55
08313,2003,217.82
08313,2005,6686.87
08313,2007,6596.41
08313,2009,414.85
08313,2011,802.04
08313,2012,2630.34
08313,2013,4576.76
08313,2014,4753.16
08313,2015,1092.65
08313,2016,3397.4700000000003
08313,2017,2108.0
08314,2019,708.5999999999999
09101,1993,5426.77
09101,1994,862.25
09101,1995,4058.82
09101,1999,1342.76
09101,2001,328.43
09101,2003,257.93
09101,2007,616.05
09101,2010,606.37
09101,2018,777.6
09101,2019,2271.71
09102,1993,2868.79
09102,1995,1810.38
09102,1997,1149.09
09102,1999,2996.36
09102,2003,1559.74
09102,2006,1161.15
09102,2009,1721.54
09102,2010,1326.04
09102,2012,1471.67
09102,2018,1676.93
09102,2019,800.51
09103,1999,1553.79
09103,2008,5255.3
09103,2009,753.15
09103,2010,952.61
09103,2011,859.1
09103,2013,3810.98
09103,2015,5481.5599999999995
09103,2017,823.66
09103,2018,3983.07
09105,1988,957.24
09105,1990,2091.66
09105,1995,3025.46
09105,1996,1911.13
09105,1997,4049.07
09105,1998,1707.53
09105,1999,324.87
09105,2000,7965.59
09105,2001,5932.57
09105,2002,6284.58
09105,2003,2358.41
09105,2004,4257.4400000000005
09105,2005,2789.5
09105,2006,5313.75
09105,2007,13542.8
09105,2008,3922.79
09105,2009,8111.9
09105,2010,18189.72
09105,2011,13670.67
09105,2012,7432.18
09105,2013,8664.689999999999
09105,2014,3538.31
09105,2015,2217.1
09105,2016,10262.02
09105,2017,5624.58
09105,2018,15996.68
09105,2019,3179.47
09106,1992,2066.57
09106,2000,498.5
09106,2002,598.64
09106,2003,903.9
09106,2006,887.26
09106,2008,2432.76
09106,2012,1038.07
09106,2014,948.72
09106,2015,914.08
09106,2016,4743.24
09106,2017,3550.54
09106,2019,5029.139999999999
09107,1992,1192.34
09107,1999,10728.88
09107,2001,10060.460000000001
09107,2002,1276.65
09107,2003,1472.01
09107,2004,240.61
09107,2005,3366.06
09107,2006,892.43
09107,2007,7885.83
09107,2008,1161.5
09107,2009,5199.04
09107,2010,1563.71
09107,2013,5562.9400000000005
09107,2018,525.35
09107,2019,690.55
09108,1988,1657.27
09108,1997,1100.28
09108,2000,1173.34
09108,2003,1501.88
09108,2005,730.6600000000001
09108,2006,2888.52
09108,2008,3118.3199999999997
09108,2009,3190.66
09108,2010,1195.4
09108,2014,953.95
09108,2015,391.98
09108,2016,376.16
09108,2018,1250.99
09108,2019,3433.38
09109,1992,4607.18
09109,2006,1406.0
09109,2007,878.46
09109,2008,1347.66
09109,2009,3044.91
09109,2010,5120.99
09109,2012,1120.34
09109,2013,1356.01
09109,2016,3872.05
09109,2017,978.53
09109,2018,936.3199999999999
09110,2000,719.3
09110,2005,4331.51
09110,2008,4670.57
09110,2013,1263.67
09110,2016,833.59
09110,2018,1456.4
09110,2019,638.85
09111,1993,1669.2800000000002
09111,1995,1678.4
09111,1996,8201.83
09111,1999,685.81
09111,2000,2425.56
09111,2002,12576.26
09111,2003,2533.33
09111,2004,1645.24
09111,2005,609.55
09111,2007,490.37
09111,2009,12061.220000000001
09111,2010,3328.61
09111,2011,4320.4
09111,2012,7012.0
09111,2013,3400.9700000000003
09111,2014,3881.09
09111,2015,7151.21
09111,2016,901.81
09111,2017,11008.52
09111,2018,16248.68
09111,2019,9121.87
09112,2002,881.06
09112,2006,70.42
09112,2007,687.16
09112,2008,1249.83
09112,2009,878.39
09112,2010,212.4
09112,2011,1508.5
09112,2012,18012.63
09112,2013,1149.6
09112,2014,5257.1900000000005
09112,2016,2539.31
09112,2017,1612.63
09112,2018,18880.62
09112,2019,1186.72
09113,1989,4851.6
09113,1991,4877.74
09113,2000,1515.29
09113,2001,3694.15
09113,2002,3055.7200000000003
09113,2003,2104.55
09113,2007,1130.03
09113,2008,6909.54
09113,2009,962.42
09113,2010,1561.38
09113,2011,4590.88
09113,2012,7093.77
09113,2013,2908.3199999999997
09113,2014,8480.99
09113,2017,2636.15
09113,2018,4963.75
09113,2019,4146.0599999999995
09114,1999,1652.2
09114,2000,1297.72
09114,2001,1408.12
09114,2003,384.52
09114,2008,2440.9900000000002
09114,2009,1055.46
09114,2011,2607.94
09114,2013,897.85
09114,2014,1821.26
09114,2016,256.6
09114,2018,3691.45
09114,2019,4639.1
09115,1988,6014.99
09115,2002,530.73
09115,2004,603.44
09115,2005,1177.62
09115,2010,405.43
09115,2016,3369.37
09115,2018,2102.04
09116,2003,493.12
09116,2010,1682.12
09116,2018,1484.55
09117,2001,1882.93
09117,2002,1248.45
09117,2004,3810.26
09117,2005,1725.56
09117,2007,1350.38
09117,2008,3879.96
09117,2009,6273.76
09117,2010,5157.76
09117,2012,10208.96
09117,2013,10365.82
09117,2014,1235.57
09117,2015,4592.219999999999
09117,2016,4550.58
09117,2017,549.54
09117,2018,5240.5599999999995
09117,2019,5412.75
09118,1990,3732.14
09118,1993,12733.59
09118,1995,13863.279999999999
09118,1996,9647.43
09118,1997,3378.54
09118,1998,2485.17
09118,1999,609.37
09118,2000,541.32
09118,2001,6582.9400000000005
09118,2002,1469.42
09118,2003,1730.93
09118,2007,2418.09
09118,2008,531.63
09118,2009,1160.26
09118,2010,1561.04
09118,2012,1143.31
09118,2013,2101.8
09118,2015,2758.8900000000003
09118,2016,3751.61
09118,2018,1064.3700000000001
09119,1988,4052.7400000000002
09119,1998,1592.6399999999999
09119,1999,1155.5
09119,2000,592.86
09119,2001,1912.6599999999999
09119,2002,5312.46
09119,2008,10427.04
09119,2009,7414.499999999999
09119,2010,11756.79
09119,2011,18039.37
09119,2012,5224.73
09119,2013,9004.83
09119,2014,6076.76
09119,2015,8892.19
09119,2016,14232.81
09119,2017,5028.099999999999
09119,2018,9888.18
09119,2019,1958.32
09120,1988,1549.69
09120,1989,644.76
09120,2000,692.8
09120,2001,563.04
09120,2002,682.73
09120,2004,1092.03
09120,2005,871.78
09120,2007,7704.389999999999
09120,2008,207.41
09120,2009,3953.34
09120,2010,5098.26
09120,2011,4061.71
09120,2012,1902.24
09120,2013,1367.39
09120,2018,655.58
09120,2019,2863.3
09121,2010,765.54
09121,2016,1132.48
09121,2018,1422.32
09121,2019,1347.95
09201,1992,1055.57
09201,1993,2034.24
09201,1995,17204.76
09201,1996,6235.17
09201,1998,427.86
09201,2000,1014.37
09201,2001,2506.42
09201,2002,1731.48
09201,2003,3793.25
09201,2004,4692.38
09201,2005,3247.54
09201,2006,3442.48
09201,2007,5355.51
09201,2008,1866.44
09201,2009,1801.77
09201,2010,2015.39
09201,2011,2587.77
09201,2013,23457.190000000002
09201,2014,6919.01
09201,2015,3190.24
09201,2017,1989.18
09201,2018,5709.92
09201,2019,3066.22
09202,1993,4006.21
09202,1997,7301.389999999999
09202,1998,1074.71
09202,1999,253.36
09202,2000,548.94
09202,2001,171.04
09202,2002,644.9200000000001
09202,2003,996.25
09202,2005,1198.45
09202,2006,267.3
09202,2007,6735.7
09202,2008,1595.03
09202,2009,1299.79
09202,2012,2844.37
09202,2013,2027.7399999999998
09202,2014,3915.78
09202,2017,1948.1599999999999
09202,2018,4948.45
09202,2019,5949.41
09203,1998,5021.92
09203,2000,1995.97
09203,2001,954.99
09203,2007,3981.21
09203,2008,5497.26
09203,2009,1115.96
09203,2010,631.18
09203,2011,1439.01
09203,2018,2071.03
09204,1995,5313.37
09204,2009,3063.38
09204,2011,3018.76
09204,2012,2724.97
09204,2018,358.07
09205,1999,1898.8600000000001
09205,2000,10613.83
09205,2003,22641.26
09205,2004,3292.94
09205,2009,251.56
09205,2012,1919.5
09205,2016,6049.76
09205,2017,4220.04
09205,2018,6761.4
09205,2019,3174.89
09206,1987,1914.74
09206,2001,989.79
09206,2002,543.94
09206,2003,391.97
09206,2008,2711.7
09206,2009,9582.35
09206,2011,1569.46
09206,2012,1420.49
09206,2014,529.25
09206,2016,1031.83
09206,2017,3776.23
09206,2018,7920.85
09207,2001,915.09
09207,2002,898.1
09207,2009,359.54
09207,2019,2435.47
09208,1996,2479.37
09208,1998,8295.35
09208,2001,8813.83
09208,2002,32471.170000000002
09208,2003,34802.4
09208,2004,26854.73
09208,2005,18443.81
09208,2006,7783.16
09208,2008,1573.8
09208,2009,111.37
09208,2015,1345.52
09208,2018,713.36
09209,1995,14092.48
09209,1996,2171.9
09209,1997,14732.53
09209,1998,9989.66
09209,1999,2143.45
09209,2000,474.5
09209,2001,2737.94
09209,2002,1243.98
09209,2003,1611.42
09209,2004,5931.23
09209,2005,3111.22
09209,2006,13215.36
09209,2007,1952.96
09209,2008,15918.45
09209,2009,9355.74
09209,2010,24469.19
09209,2011,15673.36
09209,2012,5335.29
09209,2013,15694.66
09209,2014,3984.68
09209,2015,11517.89
09209,2016,13113.15
09209,2017,17852.73
09209,2018,20181.36
09209,2019,48352.45
09210,1995,2499.73
09210,1996,4913.0
09210,2000,2831.71
09210,2002,3205.36
09210,2004,1569.81
09210,2005,421.74
09210,2006,4633.43
09210,2008,6864.1
09210,2009,5163.22
09210,2010,9019.09
09210,2011,2421.23
09210,2012,2831.76
09210,2013,3098.9700000000003
09210,2014,707.0799999999999
09210,2015,8366.73
09210,2016,4654.46
09210,2017,5681.8
09210,2018,14511.61
09210,2019,6707.68
09211,1988,2943.9
09211,1990,2104.29
09211,1998,1816.53
09211,1999,1179.27
09211,2000,3546.3
09211,2001,2575.55
09211,2002,1899.3
09211,2003,1485.91
09211,2005,4696.3
09211,2007,20010.06
09211,2008,11809.16
09211,2009,11106.53
09211,2010,13938.7
09211,2011,10297.9
09211,2012,6114.91
09211,2013,391.4
09211,2014,11958.6
09211,2015,2662.12
09211,2016,1731.66
09211,2017,4516.36
09211,2018,10058.03
09211,2019,7717.360000000001
10101,2000,296.63
10101,2005,326.53
10101,2009,811.11
10101,2010,1176.55
10101,2013,910.85
10101,2018,358.9
10101,2019,770.26
10104,1998,1538.02
10104,1999,2334.31
10104,2006,1678.64
10104,2009,254.48
10104,2010,3978.44
10104,2011,4766.12
10104,2012,2034.3400000000001
10104,2013,6472.09
10104,2014,1540.9
10104,2017,2458.32
10104,2018,5490.12
10104,2019,4751.55
10105,1999,3445.86
10105,2001,9934.83
10105,2002,998.47
10105,2003,8677.16
10105,2005,9149.87
10105,2006,5402.51
10105,2007,8710.98
10105,2008,3067.0699999999997
10105,2009,2056.59
10105,2010,2327.6
10105,2011,8660.15
10105,2012,9320.72
10105,2013,2872.3500000000004
10105,2015,1364.99
10105,2016,3512.3199999999997
10105,2017,8681.91
10105,2018,4483.46
10105,2019,719.3
10106,2000,311.81
10106,2005,368.68
10106,2006,426.44
10106,2009,2468.07
10106,2012,1509.42
10106,2015,1838.25
10106,2016,2069.16
10106,2018,3034.5299999999997
10106,2019,2763.2200000000003
10107,2007,1321.98
10107,2008,3927.6
10107,2009,767.26
10107,2010,1029.61
10107,2013,907.48
10107,2014,3092.45
10107,2015,1435.18
10107,2017,1079.34
10107,2018,776.23
10107,2019,1794.65
10108,1997,2067.86
10108,1998,4666.2699999999995
10108,2001,1746.6
10108,2004,3177.45
10108,2007,2611.15
10108,2010,680.77
10108,2012,1208.8899999999999
10108,2015,578.14
10108,2018,359.2
10109,2003,358.92
10109,2007,506.76
10109,2008,1655.6100000000001
10109,2009,536.49
10109,2017,1125.1
10109,2018,3272.0299999999997
10109,2019,1793.3000000000002
10201,2003,738.6
10202,1996,9494.59
10202,1997,1653.01
10202,2003,265.43
10202,2004,3184.79
10202,2007,1685.43
10202,2008,258.37
10202,2010,871.94
10202,2012,1509.92
10202,2018,4593.47
10203,2007,1700.5
10203,2010,1078.41
10205,2006,1238.65
10209,1997,2469.37
10209,1999,913.62
10301,1988,1168.76
10301,1995,774.34
10301,1996,3972.88
10301,1997,262.11
10301,1999,499.86
10301,2000,859.01
10301,2002,12557.34
10301,2003,1137.54
10301,2004,5441.43
10301,2005,5326.41
10301,2006,4644.49
10301,2007,3741.62
10301,2008,7124.78
10301,2009,8060.860000000001
10301,2010,11308.65
10301,2011,4782.3
10301,2012,2870.96
10301,2013,1609.47
10301,2014,1138.51
10301,2015,5092.9
10301,2016,1428.59
10301,2017,845.51
10301,2018,3726.27
10301,2019,4324.35
10302,1990,1344.61
10302,1993,2986.96
10302,2003,610.27
10302,2004,2598.53
10302,2005,3753.29
10302,2006,802.5699999999999
10302,2007,2179.16
10302,2008,6588.200000000001
10302,2014,1035.36
10302,2015,3369.85
10302,2016,3295.8599999999997
10302,2019,2157.8999999999996
10303,1991,1533.82
10303,1995,904.46
10303,1997,7178.639999999999
10303,2000,2393.7
10303,2002,2156.95
10303,2003,5480.18
10303,2004,2584.5099999999998
10303,2005,1538.35
10303,2006,8404.79
10303,2007,2761.05
10303,2008,11567.18
10303,2009,12069.33
10303,2010,11034.82
10303,2011,6834.16
10303,2012,9779.98
10303,2013,6684.69
10303,2014,6366.0599999999995
10303,2015,2052.61
10303,2016,3853.24
10303,2017,2417.63
10303,2018,5170.55
10303,2019,9140.03
10304,2001,324.85
10304,2003,2759.33
10304,2004,1162.45
10304,2005,2769.16
10304,2006,1283.67
10304,2007,2344.72
10304,2008,3237.17
10304,2009,5142.64
10304,2017,7208.74
10304,2019,2844.31
10305,1998,1080.99
10305,2000,923.98
10305,2002,2124.71
10305,2003,971.23
10305,2004,477.44
10305,2006,5969.98
10305,2007,14601.25
10305,2008,21009.95
10305,2009,10513.380000000001
10305,2010,11111.43
10305,2011,3528.74
10305,2012,8473.94
10305,2013,2428.9
10305,2014,3883.36
10305,2015,3528.42
10305,2016,318.51
10305,2017,4733.21
10305,2018,4830.76
10305,2019,2760.1
10306,2000,951.38
10306,2019,2881.5899999999997
10307,1996,858.83
10307,1997,3042.91
10307,1998,2814.25
10307,2001,8109.049999999999
10307,2004,441.29
10307,2005,1103.03
10307,2007,613.78
10307,2008,2713.11
10307,2009,7286.7
10307,2010,6744.860000000001
10307,2011,1746.77
10307,2012,3402.75
10307,2013,1358.18
10307,2015,1478.71
10307,2016,712.31
10307,2018,7143.56
10307,2019,5364.51
10402,2005,1117.54
11101,1998,2695.79
11101,1999,14769.89
11101,2000,7002.21
11101,2001,3639.02
11101,2002,2733.86
11101,2003,4722.7
11101,2004,3710.8999999999996
11101,2005,2934.8199999999997
11101,2007,2351.0099999999998
11101,2010,2290.09
11101,2011,3828.06
11101,2013,1953.35
11101,2014,3625.4700000000003
11101,2015,12014.16
11101,2016,1992.23
11101,2017,5195.84
11101,2018,1139.73
11102,2006,564.59
11201,2002,642.68
11201,2003,1357.22
11202,2001,1354.37
11202,2003,1017.94
11202,2012,1868.74
11301,2000,654.3
11301,2003,795.15
11301,2007,2049.55
11301,2015,2507.71
11401,1996,11834.82
11401,1997,3515.0
11401,2000,3999.3
11401,2002,1639.88
11401,2003,2449.12
11401,2004,8513.68
11401,2006,3196.75
11401,2008,467.51
11401,2010,4079.57
11401,2011,2415.9799999999996
11401,2013,7684.049999999999
11401,2015,12503.07
11401,2016,1922.13
11401,2017,7083.389999999999
11401,2018,6377.22
11401,2019,8355.61
11402,1997,1776.14
11402,2001,1969.18
11402,2003,298.97
11402,2005,715.93
11402,2009,2039.5299999999997
11402,2010,3130.45
11402,2011,3976.97
11402,2014,4404.41
11402,2019,1276.83
12101,1999,820.18
12101,2000,562.28
12101,2001,856.3
12101,2010,169.07
12101,2012,781.54
12101,2013,826.3399999999999
12101,2016,302.48
12101,2019,2849.61
12102,1998,3617.07
12102,1999,217.62
12102,2001,1980.6399999999999
12102,2018,3005.83
12103,1999,1858.44
12103,2004,3029.62
12103,2012,589.3
12104,1996,274.37
12104,1997,643.36
12104,1998,3480.5699999999997
12104,2006,780.18
12104,2009,389.14
12104,2013,1907.6
12301,1990,4583.9
12301,1998,2466.46
12301,2000,562.34
12301,2001,1138.1
12301,2002,1385.54
12301,2003,1129.45
12301,2004,1010.8
12301,2005,1859.58
12301,2007,5088.16
12301,2019,495.24
12302,1999,1651.0500000000002
12302,2000,2851.71
12302,2002,1949.8
12302,2003,1173.93
12302,2004,1322.87
12302,2005,1260.88
12302,2006,3174.42
12302,2009,957.52
12302,2010,749.38
12302,2013,467.18
12302,2017,3672.22
12302,2019,6764.84
12401,1996,2182.2200000000003
12401,1997,980.53
12401,1998,5161.39
12401,1999,2352.31
12401,2000,1442.24
12401,2001,988.33
12401,2009,414.55
12401,2013,1062.61
12401,2014,490.0
12401,2019,2702.38
12402,1999,1394.6399999999999
12402,2002,1783.4
12402,2003,944.48
12402,2004,1239.72
12402,2006,2505.22
13104,1988,1270.55
13112,2001,1050.06
13114,1988,1687.3
13114,2002,313.24
13114,2019,3169.15
13115,1987,222.04
13119,1988,2033.1
13119,1990,2321.14
13119,1993,557.99
13119,1999,900.13
13119,2004,434.84
13119,2016,648.99
13119,2017,2730.92
13124,1988,4252.95
13124,1989,1860.91
13124,1990,12455.6
13124,1991,175.68
13124,1992,8405.560000000001
13124,1993,752.46
13124,1997,1154.17
13124,1999,424.0
13124,2001,469.34
13124,2003,933.07
13124,2014,920.93
13124,2016,6348.51
13125,1989,1526.56
13125,1990,7397.530000000001
13128,1989,4184.64
13128,1990,2425.31
13128,1994,695.64
13128,1997,1678.28
13128,1998,2207.83
13202,1987,2217.53
13202,1988,9566.8
13202,1989,6058.85
13202,1990,2325.63
13202,1991,591.66
13202,1994,5274.21
13202,2003,2618.28
13202,2006,3067.58
13202,2007,252.38
13202,2008,1288.7
13202,2009,867.72
13202,2010,499.77
13202,2012,2556.42
13202,2013,1209.9099999999999
13202,2015,12971.19
13202,2016,1306.13
13202,2017,1942.4099999999999
13202,2018,3518.49
13202,2019,725.61
13203,1987,2134.7
13203,1989,4466.66
13203,1993,3128.09
13203,2012,2901.83
13203,2014,1558.04
13203,2016,1218.06
13203,2017,733.43
13301,1987,12949.2
13301,1988,33582.54
13301,1989,3119.8
13301,1990,3693.92
13301,1991,14818.96
13301,1992,14255.720000000001
13301,1993,5138.6900000000005
13301,1994,631.04
13301,1995,3110.3
13301,1996,674.13
13301,1997,1734.96
13301,1998,4644.1
13301,1999,1196.88
13301,2001,1006.7
13301,2002,2077.71
13301,2003,11055.539999999999
13301,2004,885.53
13301,2006,4713.35
13301,2007,1224.3200000000002
13301,2008,2726.83
13301,2009,976.6099999999999
13301,2010,6998.58
13301,2011,4985.02
13301,2012,1381.3600000000001
13301,2014,1319.29
13301,2015,1325.13
13301,2016,3528.63
13301,2017,2252.1800000000003
13301,2019,8669.54
13302,1987,6351.83
13302,1988,15715.2
13302,1989,9659.279999999999
13302,1990,2506.49
13302,1992,4815.389999999999
13302,1993,3860.09
13302,1994,405.25
13302,1995,4396.88
13302,1996,2588.54
13302,1997,551.38
13302,1998,1162.41
13302,1999,4294.82
13302,2000,781.03
13302,2001,368.73
13302,2002,2702.0
13302,2003,1986.4
13302,2004,6115.74
13302,2005,2572.12
13302,2006,1455.32
13302,2007,8991.12
13302,2008,1426.52
13302,2009,10058.89
13302,2010,1108.11
13302,2011,2383.51
13302,2012,5225.21
13302,2013,641.3
13302,2014,2597.23
13302,2015,2579.22
13302,2016,306.06
13302,2017,1137.75
13302,2019,5756.41
13303,1987,911.48
13303,1988,16513.190000000002
13303,1989,2815.2799999999997
13303,1990,13996.4
13303,1991,6968.91
13303,1992,2068.64
13303,1993,5114.22
13303,1994,715.5
13303,1995,1458.63
13303,1996,1469.65
13303,1997,4047.64
13303,1998,21634.54
13303,1999,2633.51
13303,2000,509.21
13303,2001,780.55
13303,2002,971.71
13303,2003,4235.18
13303,2004,9560.72
13303,2005,341.81
13303,2008,1511.96
13303,2009,1843.12
13303,2010,1378.87
13303,2011,3657.9700000000003
13303,2012,6736.86
13303,2013,493.74
13303,2015,9176.55
13303,2016,3180.48
13303,2019,664.41
13401,1989,899.83
13401,1991,674.63
13401,1995,720.8
13401,1997,557.5
13401,1998,3549.39
13401,1999,4952.92
13401,2003,108.89
13401,2008,233.22
13401,2009,4416.14
13401,2010,6812.32
13401,2011,1477.2
13401,2012,5648.68
13401,2013,623.41
13401,2014,4011.05
13401,2015,1070.28
13401,2016,750.69
13401,2018,1100.74
13401,2019,3379.04
13402,1989,1198.37
13402,1990,5494.48
13402,1991,3921.79
13402,1992,2141.16
13402,1993,2167.01
13402,1994,701.67
13402,1997,2273.98
13402,1998,512.87
13402,2000,402.46
13402,2001,1624.69
13402,2003,2228.53
13402,2005,3112.3
13402,2006,3652.62
13402,2007,1846.53
13402,2008,194.02
13402,2009,23788.52
13402,2010,1606.92
13402,2011,878.7
13402,2012,1313.3
13402,2013,3060.57
13402,2014,4428.01
13402,2015,5550.29
13402,2016,5519.29
13402,2017,3688.82
13402,2018,2300.9700000000003
13403,1988,494.19
13403,1991,1389.18
13403,1994,819.75
13403,1998,1969.96
13403,2000,1206.01
13403,2005,2193.52
13403,2007,1418.74
13403,2008,1012.17
13403,2009,2382.93
13403,2012,1084.8400000000001
13403,2014,1069.27
13403,2015,250.27
13403,2016,1118.82
13403,2017,573.77
13403,2018,1536.92
13403,2019,1662.37
13404,1987,4249.76
13404,1988,1015.62
13404,1989,4849.86
13404,1990,7293.22
13404,1992,1629.21
13404,1993,2759.8
13404,1994,1283.77
13404,1997,2659.06
13404,1998,1247.8600000000001
13404,1999,316.48
13404,2000,2174.7599999999998
13404,2001,4218.31
13404,2002,3438.61
13404,2003,1453.3
13404,2004,1039.06
13404,2005,10915.95
13404,2006,3961.9
13404,2007,6465.14
13404,2008,3790.8
13404,2009,3316.08
13404,2010,503.96999999999997
13404,2011,7023.83
13404,2012,346.25
13404,2013,1132.24
13404,2014,2058.01
13404,2015,6576.08
13404,2016,6325.08
13404,2017,1900.13
13404,2018,3848.13
13404,2019,4650.23
13501,1988,1190.2
13501,1989,22639.99
13501,1990,10861.81
13501,1991,4464.65
13501,1992,4359.04
13501,1993,13132.83
13501,1994,8705.81
13501,1995,8052.15
13501,1996,3092.52
13501,1997,1271.8
13501,1998,4399.3
13501,1999,8708.29
13501,2000,3237.4
